 Opcode  (AT&T)   Prefix  Opcode  +r   Reg  Field    Arg  1  (target)   Arg  2  Arg3   Implicit  Read    Implicit  Write    Cond  Read    Cond  Write    Cond  Undef 
                      
label_defn :  :  :  :  :  64  L  R    :  :  :  :  : 
                      
adcb :  : 14 :  :  :  8  AL  X   8  I  R   :  :  : C :  O  S  Z  A  P  C  : 
adcw :  : 15 :  :  :  16  AX  X   16  I  R   :  :  : C :  O  S  Z  A  P  C  : 
adcl :  : 15 :  :  :  32  EAX  X   32  I  R   :  :  : C :  O  S  Z  A  P  C  : 
adcq :  : 15 :  :  :  64  RAX  X   32  I  R   :  :  : C :  O  S  Z  A  P  C  : 
adcb :  : 80 :  : 02 :  8  RM  X   8  I  R   :  :  : C :  O  S  Z  A  P  C  : 
adcw :  : 81 :  : 02 :  16  RM  X   16  I  R   :  :  : C :  O  S  Z  A  P  C  : 
adcl :  : 81 :  : 02 :  32  RM  X   32  I  R   :  :  : C :  O  S  Z  A  P  C  : 
adcq :  : 81 :  : 02 :  64  RM  X   32  I  R   :  :  : C :  O  S  Z  A  P  C  : 
adcw :  : 83 :  : 02 :  16  RM  X   8  I  R   :  :  : C :  O  S  Z  A  P  C  : 
adcl :  : 83 :  : 02 :  32  RM  X   8  I  R   :  :  : C :  O  S  Z  A  P  C  : 
adcq :  : 83 :  : 02 :  64  RM  X   8  I  R   :  :  : C :  O  S  Z  A  P  C  : 
adcb :  : 10 :  :  :  8  RM  X   8  R  R   :  :  : C :  O  S  Z  A  P  C  : 
adcw :  : 11 :  :  :  16  RM  X   16  R  R   :  :  : C :  O  S  Z  A  P  C  : 
adcl :  : 11 :  :  :  32  RM  X   32  R  R   :  :  : C :  O  S  Z  A  P  C  : 
adcq :  : 11 :  :  :  64  RM  X   64  R  R   :  :  : C :  O  S  Z  A  P  C  : 
adcb :  : 12 :  :  :  8  R  X   8  RM  R   :  :  : C :  O  S  Z  A  P  C  : 
adcw :  : 13 :  :  :  16  R  X   16  RM  R   :  :  : C :  O  S  Z  A  P  C  : 
adcl :  : 13 :  :  :  32  R  X   32  RM  R   :  :  : C :  O  S  Z  A  P  C  : 
adcq :  : 13 :  :  :  64  R  X   64  RM  R   :  :  : C :  O  S  Z  A  P  C  : 
                      
addb :  : 04 :  :  :  8  AL  X   8  I  R   :  :  :  :  O  S  Z  A  P  C  : 
addw :  : 05 :  :  :  16  AX  X   16  I  R   :  :  :  :  O  S  Z  A  P  C  : 
addl :  : 05 :  :  :  32  EAX  X   32  I  R   :  :  :  :  O  S  Z  A  P  C  : 
addq :  : 05 :  :  :  64  RAX  X   32  I  R   :  :  :  :  O  S  Z  A  P  C  : 
addb :  : 80 :  : 00 :  8  RM  X   8  I  R   :  :  :  :  O  S  Z  A  P  C  : 
addw :  : 81 :  : 00 :  16  RM  X   16  I  R   :  :  :  :  O  S  Z  A  P  C  : 
addl :  : 81 :  : 00 :  32  RM  X   32  I  R   :  :  :  :  O  S  Z  A  P  C  : 
addq :  : 81 :  : 00 :  64  RM  X   32  I  R   :  :  :  :  O  S  Z  A  P  C  : 
addw :  : 83 :  : 00 :  16  RM  X   8  I  R   :  :  :  :  O  S  Z  A  P  C  : 
addl :  : 83 :  : 00 :  32  RM  X   8  I  R   :  :  :  :  O  S  Z  A  P  C  : 
addq :  : 83 :  : 00 :  64  RM  X   8  I  R   :  :  :  :  O  S  Z  A  P  C  : 
addb :  : 00 :  :  :  8  RM  X   8  R  R   :  :  :  :  O  S  Z  A  P  C  : 
addw :  : 01 :  :  :  16  RM  X   16  R  R   :  :  :  :  O  S  Z  A  P  C  : 
addl :  : 01 :  :  :  32  RM  X   32  R  R   :  :  :  :  O  S  Z  A  P  C  : 
addq :  : 01 :  :  :  64  RM  X   64  R  R   :  :  :  :  O  S  Z  A  P  C  : 
addb :  : 02 :  :  :  8  R  X   8  RM  R   :  :  :  :  O  S  Z  A  P  C  : 
addw :  : 03 :  :  :  16  R  X   16  RM  R   :  :  :  :  O  S  Z  A  P  C  : 
addl :  : 03 :  :  :  32  R  X   32  RM  R   :  :  :  :  O  S  Z  A  P  C  : 
addq :  : 03 :  :  :  64  R  X   64  RM  R   :  :  :  :  O  S  Z  A  P  C  : 
                      
andb :  : 24 :  :  :  8  AL  X   8  I  R   :  :  :  :  O  S  Z  P  C  : A
andw :  : 25 :  :  :  16  AX  X   16  I  R   :  :  :  :  O  S  Z  P  C  : A
andl :  : 25 :  :  :  32  EAX  X   32  I  R   :  :  :  :  O  S  Z  P  C  : A
andq :  : 25 :  :  :  64  RAX  X   32  I  R   :  :  :  :  O  S  Z  P  C  : A
andb :  : 80 :  : 04 :  8  RM  X   8  I  R   :  :  :  :  O  S  Z  P  C  : A
andw :  : 81 :  : 04 :  16  RM  X   16  I  R   :  :  :  :  O  S  Z  P  C  : A
andl :  : 81 :  : 04 :  32  RM  X   32  I  R   :  :  :  :  O  S  Z  P  C  : A
andq :  : 81 :  : 04 :  64  RM  X   32  I  R   :  :  :  :  O  S  Z  P  C  : A
andw :  : 83 :  : 04 :  16  RM  X   8  I  R   :  :  :  :  O  S  Z  P  C  : A
andl :  : 83 :  : 04 :  32  RM  X   8  I  R   :  :  :  :  O  S  Z  P  C  : A
andq :  : 83 :  : 04 :  64  RM  X   8  I  R   :  :  :  :  O  S  Z  P  C  : A
andb :  : 20 :  :  :  8  RM  X   8  R  R   :  :  :  :  O  S  Z  P  C  : A
andw :  : 21 :  :  :  16  RM  X   16  R  R   :  :  :  :  O  S  Z  P  C  : A
andl :  : 21 :  :  :  32  RM  X   32  R  R   :  :  :  :  O  S  Z  P  C  : A
andq :  : 21 :  :  :  64  RM  X   64  R  R   :  :  :  :  O  S  Z  P  C  : A
andb :  : 22 :  :  :  8  R  X   8  RM  R   :  :  :  :  O  S  Z  P  C  : A
andw :  : 23 :  :  :  16  R  X   16  RM  R   :  :  :  :  O  S  Z  P  C  : A
andl :  : 23 :  :  :  32  R  X   32  RM  R   :  :  :  :  O  S  Z  P  C  : A
andq :  : 23 :  :  :  64  R  X   64  RM  R   :  :  :  :  O  S  Z  P  C  : A
                      
bsfw :  :  0f  bc  :  :  :  16  R  X   16  RM  R   :  :  :  : Z :  O  S  A  P  C 
bsfl :  :  0f  bc  :  :  :  32  R  X   32  RM  R   :  :  :  : Z :  O  S  A  P  C 
bsfq :  :  0f  bc  :  :  :  64  R  X   64  RM  R   :  :  :  : Z :  O  S  A  P  C 
                      
bsrw :  :  0f  bd  :  :  :  16  R  X   16  RM  R   :  :  :  : Z :  O  S  A  P  C 
bsrl :  :  0f  bd  :  :  :  32  R  X   32  RM  R   :  :  :  : Z :  O  S  A  P  C 
bsrq :  :  0f  bd  :  :  :  64  R  X   64  RM  R   :  :  :  : Z :  O  S  A  P  C 
                      
bswap :  :  0f  c8  : y :  :  32  R  X    :  :  :  :  : 
bswap :  :  0f  c8  : y :  :  64  R  X    :  :  :  :  : 
                      
btw :  :  0f  a3  :  :  :  16  RM  R   16  R  R   :  :  :  : C :  O  S  Z  A  P 
btl :  :  0f  a3  :  :  :  32  RM  R   32  R  R   :  :  :  : C :  O  S  Z  A  P 
btq :  :  0f  a3  :  :  :  64  RM  R   64  R  R   :  :  :  : C :  O  S  Z  A  P 
btw :  :  0f  ba  :  : 04 :  16  RM  R   8  I  R   :  :  :  : C :  O  S  Z  A  P 
btl :  :  0f  ba  :  : 04 :  32  RM  R   8  I  R   :  :  :  : C :  O  S  Z  A  P 
